"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","A chromometer value of fresh root|CO_334:0002066","B chromometer value of fresh root|CO_334:0002064","L chromometer of fresh root|CO_334:0002065","apical pubescence visual rating 0-2|CO_334:0000309","branching level counting|CO_334:0000079","branching level counting|month 6|COMP:0000151","cassava bacterial blight incidence 3-month evaluation|CO_334:0000178","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","cassava mosaic disease incidence 1-month evaluation|CO_334:0000195","cassava mosaic disease incidence 3-month evaluation|CO_334:0000196","cassava mosaic disease severity 1-month evaluation|CO_334:0000191","cassava mosaic disease severity 3-month evaluation|CO_334:0000192","central leaf shape visual rating 1-10|CO_334:0000119","dry matter content by specific gravity method|CO_334:0000160","dry matter content percentage|CO_334:0000092","dry matter visual rating 1-3|CO_334:0002012","dry yield|CO_334:0000014","ease of peeling root cortex visual rating 1-3|CO_334:0000308","first apical branch height measurement in cm|CO_334:0000106","first apical branch height measurement in cm|month 6|COMP:0000083","first fully expanded leaf color visual rating 1-9|CO_334:0000102","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","harvest index variable|CO_334:0000015","initial vigor assessment 1-7|CO_334:0000009","petiole color visual rating 1-9|CO_334:0000023","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height measurement in cm|month 6|COMP:0000081","plant height measurement in cm|month 9|COMP:0000082","plant shape visual assessment 1-4|CO_334:0000264","plant stands harvested counting|CO_334:0000010","proportion lodged plants in percentage|CO_334:0000094","root neck length visual rating 0-7|CO_334:0000022","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","specific gravity|CO_334:0000163","sprout count at one-month|CO_334:0000213","sprout count at three-month|CO_334:0000214","sprouting proportion|CO_334:0000008","staygreen visual scale 1-9|CO_334:0000224","stem diameter measurement in cm|month 6|COMP:0000130","storage root cortex color visual rating 1-4|CO_334:0000115","storage root periderm color visual rating 1-4|CO_334:0000064","storage root pulp color visual rating 1-3|CO_334:0000021","storage root shape visual rating 1-6|CO_334:0000020","storage root size visual rating 1-7|CO_334:0000019","top yield|CO_334:0000017","total carotenoid by chart 1-8|CO_334:0000161","unexpanded apical leaf color visual rating 1-9|CO_334:0000101","yield visual rating 1-3|CO_334:0002011","notes"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489688","TMS21F2250P0106","","plot","4411506","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2250P0106_608","1","31","608","31","8","test","","","","","","","","","","","0.8","20.0","92.4","1","","","1.0","2","0.4","1.0","2","2","9","","38.7","","7.0","1","","","3","18.0","10.0","9.0","0.5","5","9","","","","","","5","","3","27","","","0","","5","5","1.0","","","1","2","1","2","5","19.9","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489699","TMS21F2251P0003","","plot","4411492","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2251P0003_625","1","32","625","32","16","test","","","","","","","","","","","0.7","13.9","87.4","0","","","1.0","2","0.0","0.0","1","1","5","","44.7","","7.9","1","","","5","17.6","6.1","8.8","0.6","5","7","","","","","","5","","3","31","","","0","","5","5","1.0","","","1","3","1","2","5","12.2","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489710","TMS21F2251P0014","","plot","4411012","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2251P0014_615","1","31","615","31","15","test","","","","","","","","","","","-0.1","15.0","89.5","0","","","1.0","2","0.0","0.0","1","1","5","","44.1","","7.8","1","","","3","17.8","5.3","8.9","0.6","5","8","","","","","","5","","3","47","","","3","","5","5","1.0","","","1","3","1","2","5","10.6","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489717","TMS21F2251P0021","","plot","4410813","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2251P0021_810","1","41","810","41","10","test","","","","","","","","","","","0.1","16.2","89.5","2","","","0.6","2","0.0","0.0","1","1","5","","43.3","","6.4","1","","","5","14.8","3.4","7.4","0.7","5","7","","","","","","5","","3","20","","","2","","5","5","1.0","","","1","3","1","2","5","6.7","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489719","TMS21F2251P0023","","plot","4411053","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2251P0023_586","1","30","586","30","15","test","","","","","","","","","","","0.4","27.6","87.1","2","","","0.6","2","0.2","0.0","2","1","5","","41.9","","7.7","1","","","3","18.3","6.4","9.2","0.6","5","7","","","","","","5","","3","28","","","0","","5","5","1.0","","","1","3","2","2","5","12.8","2","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489731","TMS21F2251P0035","","plot","4410957","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2251P0035_846","1","43","846","43","6","test","","","","","","","","","","","0.5","16.2","88.9","0","","","1.0","2","0.0","0.0","1","1","5","","41.4","","5.9","1","","","5","14.3","6.8","7.2","0.5","7","5","","","","","","5","","3","31","","","1","","5","5","1.0","","","1","2","1","2","5","13.6","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489818","TMS21F2252P0010","","plot","4412238","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2252P0010_622","1","32","622","32","19","test","","","","","","","","","","","","","","2","","","1.0","2","0.0","0.2","1","2","5","","","","","1","","","5","17.8","7.0","8.9","0.6","5","7","","","","","","5","","3","32","","","0","","5","5","1.0","","","1","1","1","2","5","14.0","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489823","TMS21F2252P0015","","plot","4412114","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2252P0015_897","1","45","897","45","17","test","","","","","","","","","","","-0.1","16.0","88.4","0","","","1.0","3","0.0","0.0","1","1","5","","36.0","","4.9","1","","","5","13.5","2.4","6.8","0.7","3","7","","","","","","5","","3","28","","","2","","5","5","1.0","","","1","2","1","2","5","4.7","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489849","TMS21F2252P0041","","plot","4411572","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2252P0041_850","1","43","850","43","10","test","","","","","","","","","","","0.6","14.0","81.2","0","","","0.6","2","0.0","0.0","1","1","5","","40.0","","5.7","1","","","5","14.2","2.7","7.1","0.7","5","9","","","","","","5","","3","21","","","2","","5","5","1.0","","","1","3","1","2","5","5.3","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489857","TMS21F2252P0049","","plot","4410885","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2252P0049_670","1","34","670","34","11","test","","","","","","","","","","","0.2","29.2","87.2","2","","","0.6","2","0.0","0.0","1","1","5","","32.3","","5.5","1","","","5","17.0","13.5","8.5","0.4","","9","","","","","","5","","3","34","","","0","","5","5","1.0","","","1","3","2","2","5","27.0","2","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489865","TMS21F2252P0057","","plot","4411360","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2252P0057_661","1","34","661","34","20","test","","","","","","","","","","","0.2","15.8","84.9","0","","","1.0","2","0.0","0.0","1","1","5","","25.9","","4.5","3","","","5","17.2","3.2","8.6","0.7","5","7","","","","","","5","","3","32","","","","","5","5","1.0","","","1","3","1","2","5","6.3","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3489958","TMS21F2253P0067","","plot","4411543","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2253P0067_899","1","45","899","45","19","test","","","","","","","","","","","-0.3","16.2","88.6","2","","","1.0","2","0.6","0.6","2","3","5","","40.0","","5.4","1","","","3","13.5","14.0","6.8","0.3","5","9","","","","","","5","","3","30","","","0","","5","5","1.0","","","1","2","1","2","5","28.0","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490003","TMS21F2254P0003","","plot","4411280","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2254P0003_873","1","44","873","44","8","test","","","","","","","","","","","0.1","15.7","88.5","0","","","0.6","2","0.0","0.0","1","1","5","","40.2","","5.6","1","","","5","13.9","4.5","7.0","0.6","5","7","","","","","","5","","3","33","","","0","","5","5","1.0","","","1","3","1","2","5","8.9","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490008","TMS21F2254P0008","","plot","4412119","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2254P0008_849","1","43","849","43","9","test","","","","","","","","","","","0.2","13.0","80.7","0","","","0.4","2","0.0","0.0","1","1","5","","41.1","","5.8","1","","","5","14.2","5.7","7.1","0.6","3","7","","","","","","5","","3","17","","","2","","5","5","1.0","","","1","3","1","2","5","11.4","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490010","TMS21F2254P0010","","plot","4412050","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2254P0010_728","1","37","728","37","8","test","","","","","","","","","","","0.0","15.5","87.2","1","","","1.0","2","0.0","0.0","1","1","5","","40.0","","6.5","1","","","5","16.2","16.4","8.1","0.3","5","9","","","","","","5","","3","34","","","0","","5","5","1.0","","","1","3","1","2","5","32.8","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490029","TMS21F2254P0029","","plot","4411060","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2254P0029_589","1","30","589","30","12","test","","","","","","","","","","","0.3","15.3","90.4","0","","","1.0","2","0.0","0.0","1","1","5","","44.8","","8.2","1","","","5","18.2","3.0","9.1","0.8","5","7","","","","","","5","","3","44","","","0","","5","5","1.0","","","1","3","1","2","5","6.0","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490066","TMS21F2254P0066","","plot","4412256","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2254P0066_612","1","31","612","31","12","test","","","","","","","","","","","0.4","17.3","90.1","0","","","0.6","2","0.0","0.0","1","1","5","","40.8","","7.3","1","","","5","17.9","3.8","9.0","0.7","5","7","","","","","","4","","3","32","","","0","","4","5","0.8","","","1","3","1","2","5","7.6","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490108","TMS21F2255P0011","","plot","4412216","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2255P0011_761","1","39","761","39","1","test","","","","","","","","","","","0.3","16.8","89.8","1","","","0.6","2","0.6","0.2","2","3","5","","39.8","","6.2","1","","","5","15.6","4.2","7.8","0.7","5","7","","","","","","5","","3","27","","","0","","5","5","1.0","","","1","3","1","2","5","8.4","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490121","TMS21F2255P0024","","plot","4411160","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2255P0024_921","1","47","921","47","1","test","","","","","","","","","","","0.7","27.5","81.2","2","","","1.0","2","0.0","0.0","1","1","5","","33.5","","4.3","1","","","5","13.0","12.5","6.5","0.3","5","7","","","","","","5","","3","23","","","6","","5","5","1.0","","","1","2","1","2","5","24.9","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490122","TMS21F2255P0025","","plot","4411888","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2255P0025_861","1","44","861","44","20","test","","","","","","","","","","","-0.0","15.4","88.3","2","","","1.0","3","0.0","0.2","1","3","5","","41.7","","5.9","1","","","5","14.1","2.2","7.1","0.8","5","7","","","","","","5","","3","25","","","0","","5","5","1.0","","","1","3","1","2","5","4.4","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490138","TMS21F2255P0041","","plot","4411331","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2255P0041_870","1","44","870","44","11","test","","","","","","","","","","","0.4","16.0","89.6","0","","","1.0","2","0.0","0.0","1","1","5","","39.8","","5.5","1","","","5","13.9","3.5","7.0","0.7","5","5","","","","","","3","","3","24","","","0","","5","3","1.0","","","3","2","1","2","5","7.0","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490167","TMS21F2255P0070","","plot","4411763","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2255P0070_879","1","44","879","44","2","test","","","","","","","","","","","0.1","16.1","88.0","2","","","0.2","2","0.0","0.0","1","1","5","","41.8","","5.8","1","","","5","13.8","3.3","6.9","0.7","5","7","","","","","","6","","3","24","","","0","","5","5","1.0","","","1","3","1","2","5","6.5","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490169","TMS21F2255P0072","","plot","4411919","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2255P0072_835","1","42","835","42","6","test","","","","","","","","","","","0.1","16.9","89.7","0","","","0.8","2","0.0","0.0","1","1","5","","41.4","","6.0","1","","","5","14.4","5.4","7.2","0.6","5","7","","","","","","3","","3","10","","","3","","4","4","0.8","","","1","3","1","2","7","10.8","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490286","TMS21F2256P0064","","plot","4412070","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2256P0064_864","1","44","864","44","17","test","","","","","","","","","","","1.1","15.8","83.2","2","","","1.0","2","0.0","0.0","1","1","5","","37.4","","5.3","1","","","3","14.1","8.2","7.1","0.5","5","9","","","","","","5","","3","23","","","0","","5","5","1.0","","","1","3","1","2","5","16.3","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490290","TMS21F2256P0068","","plot","4411144","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2256P0068_762","1","39","762","39","2","test","","","","","","","","","","","0.3","31.6","88.1","0","","","1.0","2","0.0","0.0","1","1","5","","37.8","","5.9","1","","","5","15.6","17.2","7.8","0.3","5","9","","","","","","5","","3","38","","","2","","5","5","1.0","","","1","2","2","2","3","34.4","2","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490292","TMS21F2256P0070","","plot","4411558","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2256P0070_938","1","47","938","47","18","test","","","","","","","","","","","0.1","15.3","89.9","2","","","1.0","2","0.0","0.4","1","3","5","","38.5","","4.9","1","","","5","12.6","12.2","6.3","0.3","7","7","","","","","","5","","3","25","","","0","","5","5","1.0","","","1","3","1","2","5","24.4","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490396","TMS21F2257P0028","","plot","4411533","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2257P0028_726","1","37","726","37","6","test","","","","","","","","","","","0.2","15.9","89.6","1","","","1.0","2","0.0","0.6","1","3","5","","31.3","","5.1","1","","","3","16.2","13.2","8.1","0.4","5","9","","","","","","4","","3","29","","","0","","4","5","0.8","","","1","2","1","2","5","26.4","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490440","TMS21F2257P0072","","plot","4411835","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2257P0072_896","1","45","896","45","16","test","","","","","","","","","","","0.2","26.9","89.1","2","","","1.0","3","0.0","0.0","1","1","5","","42.8","","5.8","1","","","5","13.5","3.9","6.8","0.6","5","7","","","","","","5","","3","24","","","1","","5","5","1.0","","","1","3","2","2","5","7.8","2","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490474","TMS21F2257P0106","","plot","4412209","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2257P0106_764","1","39","764","39","4","test","","","","","","","","","","","0.1","15.4","87.9","1","","","1.0","2","0.0","0.0","1","1","5","","39.2","","6.1","1","","","5","15.6","3.1","7.8","0.7","3","7","","","","","","4","","3","30","","","0","","5","5","1.0","","","1","2","1","2","5","6.1","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490476","TMS21F2257P0108","","plot","4411540","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2257P0108_930","1","47","930","47","10","test","","","","","","","","","","","0.6","14.4","82.5","2","","","0.6","3","0.0","0.0","1","1","5","","45.9","","5.9","1","","","5","12.8","4.8","6.4","0.6","7","7","","","","","","5","","3","23","","","0","","5","5","1.0","","","1","2","1","2","5","9.5","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490595","TMS21F2259P0012","","plot","4411789","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2259P0012_829","1","42","829","42","12","test","","","","","","","","","","","0.3","16.6","85.4","1","","","1.0","2","0.0","0.0","1","1","5","","32.4","","4.7","2","","","5","14.5","13.9","7.3","0.3","7","5","","","","","","5","","3","15","","","5","","5","5","1.0","","","1","1","1","2","5","27.7","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490614","TMS21F2259P0031","","plot","4411517","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2259P0031_863","1","44","863","44","18","test","","","","","","","","","","","-0.6","17.0","89.5","2","","","1.0","2","0.0","1.0","1","2","5","","36.3","","5.1","1","","","3","14.1","14.5","7.1","0.3","3","9","","","","","","5","","3","36","","","0","","5","5","1.0","","","1","3","1","2","5","29.0","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490616","TMS21F2259P0033","","plot","4411384","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2259P0033_727","1","37","727","37","7","test","","","","","","","","","","","0.4","14.7","88.0","1","","","1.0","3","0.0","0.0","1","1","5","","31.5","","5.1","1","","","5","16.2","10.7","8.1","0.4","3","7","","","","","","4","","3","15","","","0","","4","1","0.8","","","1","2","1","2","5","21.4","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490667","TMS21F2260P0019","","plot","4410951","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2260P0019_868","1","44","868","44","13","test","","","","","","","","","","","-0.3","15.0","90.2","0","","","0.6","2","0.0","0.0","1","1","5","","37.0","","5.1","1","","","3","13.9","7.3","7.0","0.5","5","8","","","","","","5","","3","25","","","3","","5","5","1.0","","","1","3","1","2","3","14.6","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","3490705","TMS21F2260P0057","","plot","4411241","2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2260P0057_731","1","37","731","37","11","test","","","","","","","","","","","-0.0","14.4","89.0","0","","","1.0","2","0.0","0.0","1","1","5","","40.4","","6.5","1","","","5","16.1","5.8","8.1","0.6","5","8","","","","","","5","","3","20","","","3","","5","5","1.0","","","1","3","1","2","5","11.5","1","5",""," (Operator: @mahmud, Time: )"
