TRIAL,YEAR_HARVEST,LOCATION,TRIAL_TYPE,PLOT_NAME,ACCESSION_NAME,PEDIGREE,FAMILY,DARTSEQLD,PLOT_NUMBER,BLOCK_NUMBER,IS_A_CONTROL,REP_NUMBER,RANGE_NUMBER,ROW_NUMBER,COL_NUMBER,SPROUT,SPRTCT1,SPRTCT3,VIGOR,CMD1S,CMD1I,CMD3S,MCMDS,CMD3I,MCMDI,CBB3S,CBB3I,PUBESEVERITY3,APICOL3,PETCOL3,LCOL3,LFSHP3,PLTHT1,BRNHT1,PLTHT2,BRNHT2,PLTHT3,BRNHT3,PLTHT3MAP,BRNHT3MAP,PLTHT4,PLTHT5,PLTHT6,PLTHT8MAP,PLTHT,BRNHT4,BRNHT5,BRNHT,BRNHT6,BRNHT8MAP,LVBRH4,LVBRH5,LVBRH6,LVBRH8MAP,STEMGIRTH4,STEMGIRTH5,STEMGIRTH6,STEMGIRTH8MAP,NOHAV,RTNO,RTROT,RTSZ,RTSHP,RTOUTCOL,RTINNCOL,PLPCOL,TC,NKLGT,EASEPL,SHTWT,RTWT,DM,FYLD,DYLD,HI,TYLD,L.1,A.1,B.1,L.2,A.2,B.2,L,A,B
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2229P0070_679,TMS21F2229P0070,TMS18F1474P0007/?,TMS21F2229,,679,34,,1,,34,2,1,5,5,7,4,1,3,3.5,1,1,2,0.6,0,7,7,5,5,40,0,65,0,90,0,65,0,215,185,195,198.3,119,175,0,35,65,80,1,0,1,0.7,1,0.8,1.1,0.9,5,21,0,5,2,3,1,2,3,3,1,5.45,9.3,32.92,22.32,7.347744,0.630508475,13.08,87.61,0.11,29.94,85.28,0.08,29.74,86.445,0.095,29.84
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA070593_680,IITA-TMS-IBA070593,IITA-TMS-IBA011277/IITA-TMS-IBA990067,IITA-TMS-IBA070593,DARTSEQLD,680,34,1,1,,34,1,1,5,5,7,1,0,1,1,0,0,2,0.6,0,7,3,5,5,90,40,70,30,70,30,76.7,33.3,155,185,175,171.7,114,40,30,34,30,33.3,2,4,4,3.3,0.3,0.8,0.8,0.7,5,20,0,5,3,3,1,2,4,3,1,9.85,9.95,39.25,23.88,9.3729,0.502525253,23.64,84.3,1.66,41,83.88,2,40.68,84.09,1.83,40.84
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2170P0003_681,TMS21F2170P0003,TMS15F1329P0005/TMS18F1562P0004,TMS21F2170,,681,35,,1,,35,1,1,5,5,7,3,0.4,3,3,0.4,0.4,3,0.4,1,7,7,5,5,70,60,85,65,80,65,78.3,63.3,165,185,180,176.7,117,74,67,66.2,70,70.3,1,2,2,1.7,0.6,0.8,0.8,0.8,5,25,3,5,2,3,1,1,1,3,1,6.45,7.5,38.7,18,6.966,0.537634409,15.48,87.85,0.22,15.24,87.1,0.27,15.24,87.475,0.245,15.24
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2221P0006_682,TMS21F2221P0006,TMS13F1304P0003/TMS15F1100P0005,TMS21F2221,,682,35,,1,,35,2,0.4,2,1,3,3,1,4,3.5,1,1,2,1,0,7,7,5,5,40,0,,0,0,0,20,0,,,,,,,,,,,,,,,,,,,,1,0,3,1,3,1,1,1,3,1,1,26,,62.4,,0.962962963,2.4,,,,,,,,,
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2113P0001_683,TMS21F2113P0001,TMS18F1095P0041/TMS14F1306P0015,TMS21F2113,,683,35,,1,,35,3,1,5,5,3,3,0.6,4,3.5,1,0.8,2,0.6,0,7,9,3,5,30,0,45,0,30,0,35,0,85,100,100,95,58,0,50,10,,25,0,1,,0.5,0.5,0.6,0.7,0.6,5,12,0,3,2,2,1,2,2,3,1,2.15,2.05,38.77,4.92,1.907484,0.488095238,5.16,87.48,0.21,26.38,75.74,0.46,19.87,81.61,0.335,23.125
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2227P0076_684,TMS21F2227P0076,TMS15F1302P0027/?,TMS21F2227,,684,35,,1,,35,4,0.8,4,3,5,3,0.75,4,3.5,1,0.9,2,1,0,7,7,5,5,35,0,60,0,60,0,51.7,0,115,190,170,158.3,92,,145,,68,106.5,0,1,2,1,0.4,0.8,0.8,0.7,3,8,3,3,2,2,1,1,1,3,1,2.95,1.25,40.26,3,1.2078,0.297619048,7.08,88.38,0.45,16,83.53,0.62,15.32,85.955,0.535,15.66
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2225P0010_685,TMS21F2225P0010,TMS14F1035P0004/TMS18F1163P0020,TMS21F2225,,685,35,,1,,35,5,0.8,4,4,5,1,0,1,1,0,0,2,0.8,1,7,7,5,5,50,40,65,40,45,30,53.3,36.7,110,95,75,93.3,73,43,44,39.4,45,44,2,2,2,2,0.7,0.6,0.5,0.6,4,21,1,5,2,3,1,1,1,3,1,2.3,5.3,39.18,12.72,4.983696,0.697368421,5.52,88.79,0.55,15.76,83.07,1.23,12.9,85.93,0.89,14.33
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2229P0077_686,TMS21F2229P0077,TMS18F1474P0007/?,TMS21F2229,,686,35,,1,,35,6,1,5,5,5,1,0,1,1,0,0,2,0.6,2,7,9,3,5,60,0,75,0,65,0,66.7,0,160,165,170,165,105,80,70,30,0,50,1,1,0,0.7,0.7,0.8,0.6,0.7,5,17,0,5,2,3,1,2,2,3,1,5.25,8.6,32.63,20.64,6.734832,0.620938628,12.6,86.6,0.36,26.4,77.04,0.25,20.38,81.82,0.305,23.39
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2210P0001_687,TMS21F2210P0001,TMS18F1157P0033/TMS18F1269P0003,TMS21F2210,,687,35,,1,,35,7,0.8,4,4,7,1,0,1,1,0,0,2,0.5,0,7,7,5,5,45,0,68,50,60,0,57.7,16.7,140,130,125,131.7,88.6,0,55,21,65,40,0,1,1,0.7,0.7,0.7,0.6,0.7,4,11,6,3,1,3,1,1,1,3,1,5.35,3.75,39.24,9,3.5316,0.412087912,12.84,87.44,0.14,15.11,86.56,0.21,15.13,87,0.175,15.12
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2216P0010_688,TMS21F2216P0010,TMS18F1047P0024/TMS18F1562P0004,TMS21F2216,,688,35,,1,,35,8,0.8,4,4,7,4,1,4,4,1,1,2,1,0,7,7,5,5,75,0,60,0,90,0,75,0,140,150,140,143.3,103,0,95,19,105,66.7,0,2,1,1,0.4,0.7,0.5,0.5,4,7,0,3,2,3,1,1,1,3,1,2.5,1.95,,4.68,,0.438202247,6,,,,,,,,,
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS15F1302P0027_689,TMS15F1302P0027,TMS13F1307P0006/TMS13F1063P0019,TMS15F1302,DARTSEQLD,689,35,,1,,35,9,0.8,4,4,5,1,0,1,1,0,0,2,0.5,1,7,7,5,5,45,0,45,0,40,0,43.3,0,95,95,105,98.3,64,45,50,19,45,46.7,1,1,1,1,0.8,0.7,0.8,0.7,5,11,5,5,2,3,1,1,1,,1,3.3,4.05,39.1,9.72,3.80052,0.551020408,7.92,88.88,0.32,16.54,87.5,0.06,16.14,88.19,0.19,16.34
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2085P0009_690,TMS21F2085P0009,TMS13F1304P0003/TMS18F1288P0003,TMS21F2085,,690,35,,1,,35,10,1,5,5,5,3,1,4,3.5,1,1,2,0.4,1,7,9,3,5,80,0,75,0,100,0,85,0,215,215,215,215,137,120,140,52,130,130,2,1,2,1.7,1,0.8,1,0.9,5,22,3,5,2,3,1,1,1,3,,10.2,9.35,38.62,22.44,8.666328,0.47826087,24.48,89.04,0.22,15.19,89.22,0.32,15.77,89.13,0.27,15.48
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_691,IITA-TMS-IBA000070,TMEB459/?,IITA-TMS-IBA000070,DARTSEQLD,691,35,1,1,,35,11,0.8,4,4,5,1,0,1,1,0,0,2,0.5,0,7,9,5,5,60,40,70,50,65,50,65,46.7,130,155,170,151.7,96,45,55,48,50,50,1,1,1,1,0.9,0.8,1,0.9,4,9,0,5,2,2,1,1,1,3,1,5.45,4.8,,11.52,,0.468292683,13.08,85.08,0.16,14.6,82.36,0.04,13.81,83.72,0.1,14.205
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2172P0001_692,TMS21F2172P0001,TMS15F1329P0005/TMS18F1163P0020,TMS21F2172,,692,35,,1,,35,12,1,5,5,5,1,0,1,1,0,0,2,0.2,2,5,7,5,5,40,0,40,0,40,0,40,0,110,110,120,113.3,68,0,0,0,0,0,0,0,0,0,0.5,0.6,0.6,0.6,6,24,0,5,2,3,1,1,1,3,1,3.25,6.9,41.79,16.56,6.920424,0.679802956,7.8,87.88,0.07,16.13,88.06,0.14,16.09,87.97,0.105,16.11
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2227P0019_693,TMS21F2227P0019,TMS15F1302P0027/?,TMS21F2227,,693,35,,1,,35,13,1,5,5,7,1,0,1,1,0,0,2,0.4,2,7,7,5,5,45,0,50,0,40,0,45,0,95,115,115,108.3,69,0,0,0,0,0,0,0,0,0,0.8,0.7,0.7,0.8,5,29,3,5,2,3,1,1,1,3,1,4.4,9.95,36.65,23.88,8.75202,0.693379791,10.56,88.46,0.15,17.2,87.31,0.17,17.07,87.885,0.16,17.135
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2143P0004_694,TMS21F2143P0004,TMS15F1302P0020/TMS18F1298P0026,TMS21F2143,,694,35,,1,,35,14,1,5,5,7,1,0,1,1,0,0,2,0.6,0,7,9,5,5,75,65,60,0,60,55,65,40,170,145,175,163.3,102,70,0,38,65,45,1,0,1,0.7,1.1,0.7,0.9,0.9,5,22,1,5,2,3,1,1,1,3,1,9.45,8.35,44.8,20.04,8.97792,0.469101124,22.68,86.88,0,15.95,86.69,0.04,15.73,86.785,0.02,15.84
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMEB419_695,TMEB419,,TMEB419,DARTSEQLD,695,35,1,1,,35,15,1,5,5,5,1,0,3,2,0.2,0.1,2,0.4,0,5,7,5,5,55,0,65,0,45,0,55,0,160,165,110,145,98,0,,,,0,0,,,0,0.7,0.8,0.6,0.7,5,11,0,5,2,3,1,1,1,3,1,5.35,7.75,,18.6,,0.591603053,12.84,88.2,0.35,14.59,88.64,0.16,14.98,88.42,0.255,14.785
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS18F1419P0037_696,TMS18F1419P0037,IITA-TMS-IBA090516/IITA-TMS-IBA030060A,TMS18F1419,DARTSEQLD,696,35,,1,,35,16,1,5,5,7,1,0,1,1,0,0,2,0.6,1,7,7,5,5,70,65,65,0,65,0,66.7,21.7,175,180,160,171.7,111,75,,,70,72.5,1,,1,1,0.8,0.8,0.9,0.8,5,16,1,5,2,3,1,1,1,3,1,6.85,6.3,37.66,15.12,5.694192,0.479087452,16.44,85.81,0.25,15.47,87.55,0.13,16.22,86.68,0.19,15.845
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1975P0073_697,TMS21F1975P0073,TMS15F1329P0005/TMS14F1285P0006,TMS21F1975,,697,35,,1,,35,17,1,5,5,3,3,0.4,1,2,0,0.2,2,0.6,0,7,7,5,5,40,35,30,25,40,35,36.7,31.7,130,120,115,121.7,72,35,35,33,35,35,1,1,1,1,0.6,0.6,0.6,0.6,5,24,0,5,2,3,1,1,1,,1,3.5,6.4,43.47,15.36,6.676992,0.646464646,8.4,89.08,0.2,14.91,87.26,0.01,14.89,88.17,0.105,14.9
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2206P0002_698,TMS21F2206P0002,TMS18F1157P0033/TMS18F1539P0086,TMS21F2206,,698,35,,1,,35,18,0.8,4,4,5,1,0,1,1,0,0,2,0.8,1,7,7,5,5,65,40,70,45,65,50,66.7,45,180,170,195,181.7,110,45,45,45,65,51.7,3,3,3,3,1,0.8,1,0.9,4,27,0,7,2,3,1,1,1,3,1,8.5,8.15,43.11,19.56,8.432316,0.489489489,20.4,86.73,0.86,17.25,90.42,0.29,16.84,88.575,0.575,17.045
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1987P0004_699,TMS21F1987P0004,TMS15F1279P0006/TMS14F1285P0006,TMS21F1987,,699,35,,1,,35,19,1,5,5,5,1,0,1,1,0,0,2,0.4,0,7,7,5,5,60,48,60,45,65,50,61.7,47.7,225,215,205,215,125,50,45,47.6,55,50,2,2,2,2,0.9,1.2,1,1,5,23,0,5,2,3,1,1,1,3,1,17.1,8.85,43.21,21.24,9.177804,0.341040462,41.04,84.92,0.38,14.64,78.13,0.92,11.22,81.525,0.65,12.93
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2110P0002_700,TMS21F2110P0002,TMS14F1035P0004/TMS18F1279P0006,TMS21F2110,,700,35,,1,,35,20,1,5,5,3,3,1,4,3.5,1,1,2,0.6,0,7,7,5,5,50,0,40,0,50,0,46.7,0,100,130,125,118.3,74,40,40,16,40,40,1,1,1,1,0.4,0.7,0.5,0.5,5,20,0,3,2,3,1,1,1,3,1,1.75,3.15,37.17,7.56,2.810052,0.642857143,4.2,87.29,0.17,15.3,87.02,0.31,15.16,87.155,0.24,15.23
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2012P0012_701,TMS21F2012P0012,TMS18F1481P0029/TMS15F1329P0005,TMS21F2012,,701,36,,1,,36,20,1,5,5,3,3,1,3,3,1,1,2,0.4,1,5,7,5,5,70,0,40,0,55,0,55,0,165,175,185,175,101,0,145,29,128,91,0,9,1,3.3,0.7,0.9,0.8,0.8,5,24,2,5,2,3,1,1,1,3,1,6.6,8.35,38.58,20.04,7.731432,0.558528428,15.84,85.79,0.14,16.52,82.48,0.61,15.21,84.135,0.375,15.865
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2045P0008_702,TMS21F2045P0008,TMS15F1302P0020/TMS18F1309P0044,TMS21F2045,,702,36,,1,,36,19,1,5,5,7,1,0,1,1,0,0,2,0.4,0,7,9,3,5,70,65,65,55,60,50,65,56.7,135,130,120,128.3,92,70,60,60,55,61.7,1,1,,1,0.9,0.7,0.5,0.7,5,6,8,3,2,3,1,1,1,5,3,4.7,1.25,,3,,0.210084034,11.28,,,,,,,,,
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS13F1343P0022_703,TMS13F1343P0022,IITA-TMS-IBA970425/IITA-TMS-IBA930007,TMS13F1343,DARTSEQLD,703,36,1,1,,36,18,1,5,5,5,1,0,1,1,0,0,2,0.2,1,7,7,5,5,60,50,35,0,50,40,48.3,30,140,130,135,135,83,45,40,35,50,45,2,1,2,1.7,0.7,0.5,0.8,0.7,5,33,1,5,2,3,1,1,1,3,1,8.45,17.45,,41.88,,0.673745174,20.28,89.62,0.15,15.11,85.52,0.32,14.13,87.57,0.235,14.62
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2145P0003_704,TMS21F2145P0003,TMS15F1302P0027/TMS18F1562P0004,TMS21F2145,,704,36,,1,,36,17,0.8,4,4,5,1,0,3,2,0.3,0.1,2,0.8,1,7,7,5,5,45,0,35,0,40,0,40,0,125,130,130,128.3,75,0,60,12,0,20,0,1,0,0.3,0.6,0.9,0.7,0.7,4,12,2,5,2,3,1,1,1,3,1,2.3,4.05,45.26,9.72,4.399272,0.637795276,5.52,87.04,0.31,14.75,84.6,0.28,15.5,85.82,0.295,15.125
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1990P0001_705,TMS21F1990P0001,TMS18F1562P0004/TMS18F1033P0018,TMS21F1990,,705,36,,1,,36,16,1,5,5,7,1,0,1,1,0,0,3,0.6,2,7,7,5,5,65,0,75,0,75,0,71.7,0,175,205,165,181.7,119,0,,,0,0,0,,0,0,0.5,0.7,0.9,0.7,5,23,0,5,2,2,1,1,1,3,1,4.75,6.4,45.93,15.36,7.054848,0.573991031,11.4,84.77,0.62,14.78,80.32,0.53,13.93,82.545,0.575,14.355
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2061P0006_706,TMS21F2061P0006,TMS18F1015P0015/TMS18F1051P0039,TMS21F2061,,706,36,,1,,36,15,1,5,5,5,1,0,1,1,0,0,2,0.4,1,7,7,5,5,50,35,50,35,50,36,50,35.3,145,140,115,133.3,87,45,40,38.2,45,43.3,2,3,2,2.3,0.8,0.9,0.8,0.8,5,17,4,5,2,2,1,2,2,3,1,5.35,8.1,41.59,19.44,8.085096,0.602230483,12.84,82.9,0.3,26.51,73.3,0.02,20.69,78.1,0.16,23.6
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2244P0068_707,TMS21F2244P0068,TMS13F1304P0003/?,TMS21F2244,,707,36,,1,,36,14,1,5,5,5,3,1,4,3.5,0.8,0.9,2,0.8,0,7,7,5,5,50,0,50,0,25,0,41.7,0,95,120,110,108.3,68,0,0,0,,0,0,0,,0,0.4,0.5,0.7,0.5,3,14,0,3,2,2,1,1,1,3,1,0.95,2.35,34.02,5.64,1.918728,0.712121212,2.28,68.2,0.96,19.96,82.74,0.25,23.76,75.47,0.605,21.86
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2162P0001_708,TMS21F2162P0001,TMS18F1279P0006/TMS18F1562P0004,TMS21F2162,,708,36,,1,,36,13,1,5,5,7,1,0,1,1,0,0,2,0.6,0,7,7,5,5,55,0,60,0,55,0,56.7,0,215,205,185,201.7,118,193,0,38.6,0,64.3,1,0,0,0.3,1.5,1.3,0.9,1.2,5,36,3,5,2,3,1,1,1,3,1,10.7,13.45,34.35,32.28,11.08818,0.556935818,25.68,83.65,0.03,13.67,83.88,0.3,13.69,83.765,0.165,13.68
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS13F1304P0003_709,TMS13F1304P0003,IITA-TMS-IBA030060A/IITA-TMS-IBA961089A,TMS13F1304,DARTSEQLD,709,36,,1,,36,12,1,5,5,5,1,0,1,1,0,0,2,0.6,0,7,5,5,5,35,0,60,0,55,0,50,0,130,150,135,138.3,86,0,0,0,0,0,0,0,0,0,0.5,0.7,0.7,0.6,5,25,1,5,2,3,1,2,2,3,1,3.15,7.3,39.47,17.52,6.915144,0.698564593,7.56,84.8,0.24,25.81,82.72,0.22,23.65,83.76,0.23,24.73
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2172P0003_710,TMS21F2172P0003,TMS15F1329P0005/TMS18F1163P0020,TMS21F2172,,710,36,,1,,36,11,1,5,5,5,1,0,1,1,0,0,2,0.2,1,3,3,5,5,50,45,45,0,35,0,43.3,15,75,95,75,81.7,60,0,50,19,0,16.7,0,1,0,0.3,0.5,0.8,0.5,0.6,4,,0,,,,,,,,,1.75,,,,,,4.2,,,,,,,,,
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1975P0091_711,TMS21F1975P0091,TMS15F1329P0005/TMS14F1285P0006,TMS21F1975,,711,36,,1,,36,10,0.8,4,4,5,4,1,4,4,1,1,2,1,1,5,7,5,5,80,0,85,0,90,0,85,0,150,145,120,138.3,110,0,0,0,,0,0,0,,0,0.5,0,0.5,0.3,4,8,0,3,2,1,1,1,1,3,1,1.65,1.8,35.93,4.32,1.552176,0.52173913,3.96,84.04,0.43,14.12,80.61,0.52,12.96,82.325,0.475,13.54
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1982P0010_712,TMS21F1982P0010,TMS18F1286P0003/TMS14F1285P0006,TMS21F1982,,712,36,,1,,36,9,1,5,5,5,2,0.2,2,2,0.4,0.3,2,0.6,0,7,7,5,5,60,0,55,50,40,35,51.7,28.3,155,145,140,146.7,91,25,25,27,35,28.3,2,2,2,2,0.7,0.7,0.9,0.8,5,41,0,5,2,3,1,1,1,3,1,9.45,16.95,40.97,40.68,16.666596,0.642045455,22.68,89.16,0.35,14.8,88.28,0.3,14.72,88.72,0.325,14.76
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2087P0007_713,TMS21F2087P0007,TMS13F1304P0003/TMS15F1302P0020,TMS21F2087,,713,36,,1,,36,8,0.8,4,4,3,4,1,3,3.5,0.8,0.9,2,0.5,0,7,7,5,5,40,0,30,0,40,0,36.7,0,75,65,55,65,50,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0.3,3,,0,,,,,,,,,0.95,,,,,,2.28,,,,,,,,,
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA070593_714,IITA-TMS-IBA070593,IITA-TMS-IBA011277/IITA-TMS-IBA990067,IITA-TMS-IBA070593,DARTSEQLD,714,36,1,1,,36,7,1,5,5,7,1,0,1,1,0,0,2,0.6,0,7,7,5,5,50,0,70,35,75,40,65,25,135,140,150,141.7,94,40,40,31,40,40,3,3,3,3,0.9,0.9,0.7,0.8,5,18,3,5,2,3,1,2,4,3,1,5.9,9.75,39.25,23.4,9.1845,0.623003195,14.16,82.65,2.12,41.02,79.98,1.96,37.52,81.315,2.04,39.27
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2181P0003_715,TMS21F2181P0003,TMS18F1288P0003/TMS18F1299P0012,TMS21F2181,,715,36,,1,,36,6,0.8,4,4,5,3,1,3,3,1,1,2,0.8,0,7,9,3,5,80,0,55,0,55,0,63.3,0,255,170,175,200,123,200,0,40,0,66.7,1,0,0,0.3,0.9,0.7,0.7,0.8,4,7,2,3,2,3,1,1,1,3,1,4.4,2.2,35.61,5.28,1.880208,0.333333333,10.56,85.34,0.25,15.64,83.44,0.48,13.48,84.39,0.365,14.56
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2112P0002_716,TMS21F2112P0002,TMS18F1095P0041/TMS18F1309P0044,TMS21F2112,,716,36,,1,,36,5,1,5,5,7,1,0,1,1,0,0,3,0.6,1,7,9,3,5,55,40,60,50,75,60,63.3,50,150,125,130,135,93,65,60,55,44,56.3,2,1,1,1.3,0.9,0.7,0.7,0.8,5,6,2,3,2,2,1,1,1,3,1,4.05,0.95,32.73,2.28,0.746244,0.19,9.72,85.77,0.22,16.33,78.82,0.6,12.93,82.295,0.41,14.63
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS18F1298P0026_717,TMS18F1298P0026,TMS13F1284P0001/IITA-TMS-IBA000070,TMS18F1298,DARTSEQLD,717,36,,1,,36,4,1,5,5,3,1,0,1,1,0,0,2,0.6,0,7,9,5,5,35,0,40,0,35,0,36.7,0,115,100,105,106.7,65,0,40,8,35,25,0,1,1,0.7,0.6,0.6,0.6,0.6,5,23,0,3,2,3,1,1,1,3,1,1.85,5.65,41.29,13.56,5.598924,0.753333333,4.44,80.62,0.24,13.25,78.45,0.34,12.5,79.535,0.29,12.875
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1997P0005_718,TMS21F1997P0005,TMS18F1539P0086/TMS18F1033P0018,TMS21F1997,,718,36,,1,,36,3,0.8,4,4,5,1,0,1,1,0,0,3,0.5,0,7,7,5,5,50,45,50,40,35,0,45,28.3,100,115,120,111.7,70,50,0,27,0,16.7,1,0,0,0.3,0.5,0.7,0.5,0.6,4,10,2,3,2,3,1,2,4,3,1,0.85,2.3,35.99,5.52,1.986648,0.73015873,2.04,84.27,5.92,38.32,83.4,5.41,39.03,83.835,5.665,38.675
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1983P0003_719,TMS21F1983P0003,TMS18F1033P0018/TMS15F1100P0005,TMS21F1983,,719,36,,1,,36,2,1,5,5,7,1,0,1,1,0,0,3,0.8,1,7,5,5,5,70,45,90,50,80,30,80,41.7,170,190,180,180,120,50,60,47,45,51.7,2,2,2,2,0.7,1,1,0.9,5,8,2,3,2,3,1,,1,3,1,11.4,2.75,41.75,6.6,2.7555,0.19434629,27.36,82.52,0.14,14.53,82.88,0.64,14.11,82.7,0.39,14.32
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2152P0017_720,TMS21F2152P0017,TMS18F1420P0006/TMS18F1163P0020,TMS21F2152,,720,36,,1,,36,1,1,5,5,7,1,0,1,1,0,0,2,0.6,1,7,7,5,5,75,50,80,50,80,55,78.3,51.7,205,200,190,198.3,128,55,60,54,45,53.3,3,3,2,2.7,1,0.9,0.8,0.9,5,29,0,3,1,2,1,2,2,3,1,11.8,7.2,39.69,17.28,6.858432,0.378947368,28.32,86.72,0.97,29.37,85.98,0.7,28.88,86.35,0.835,29.125
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2093P0012_721,TMS21F2093P0012,TMS18F1047P0024/TMS18F1420P0006,TMS21F2093,,721,37,,1,,37,1,1,5,5,7,1,0,1,1,0,0,3,0.6,0,7,7,5,5,105,0,105,0,115,0,108.3,0,205,205,185,198.3,147,160,0,32,0,53.3,1,0,0,0.3,0.9,0.8,0.9,0.9,5,47,0,5,2,3,1,1,1,3,1,5.7,10.8,45.38,25.92,11.762496,0.654545455,13.68,93.25,0.05,17.38,86.61,0.01,16.62,89.93,0.03,17
